DQN
-1553.0
-1586.0
-1527.2
-1441.58
-1467.722
-1507.0498000000002
-1516.0448200000003
-1501.1403380000004
-1539.9263042000005
-1570.4336737800004
-1594.0903064020004
-1524.5812757618005
-1373.2231481856204
-1283.7008333670583
-1240.6307500303524
-1312.6676750273173
-1341.8009075245857
-1390.4208167721272
-1412.3787350949144
-1339.2408615854229
-1278.4167754268806
-1199.6750978841924
-1074.7075880957732
-1155.5368292861958
-1230.8831463575764
-1116.7948317218188
-1186.5153485496369
-1122.963813694673
-1114.2674323252056
-1015.4406890926851
-916.9966201834167
-835.196958165075
-752.6772623485675
-681.8095361137108
-620.1285825023398
-557.3157242521058
-507.98415182689524
-460.5857366442057
-423.22716297978513
-385.3044466818066
-347.6740020136259
-315.9066018122633
-292.71594163103697
-259.44434746793326
-237.69991272113992
-217.12992144902591
-203.91692930412333
-187.725236373711
-178.15271273633988
-163.1374414627059
-151.72369731643533
-141.2513275847918
-136.1261948263126
-128.71357534368133
-119.0422178093132
-117.23799602838187
-100.51419642554369
-95.96277678298932
-91.7664991046904
-91.28984919422136
-87.36086427479923
-88.02477784731931
-75.92230006258738
-74.93007005632865
-75.13706305069579
-76.92335674562621
-79.4310210710636
-76.38791896395725
-75.84912706756153
-70.96421436080537
-69.66779292472484
-75.00101363225235
-76.10091226902712
-70.89082104212441
-69.20173893791198
-69.28156504412078
-63.1534085397087
-64.23806768573783
-60.31426091716405
-65.48283482544764
-63.734551342902876
-60.46109620861259
-62.51498658775133
-59.8634879289762
-59.577139136078586
-55.819425222470734
-56.13748270022366
-55.42373443020129
-50.58136098718117
-46.023224888463055
-45.72090239961675
-44.54881215965507
-36.593930943689564
-35.7345378493206
-34.061084064388545
-34.05497565794969
-33.14947809215472
-36.43453028293925
-39.29107725464532
-46.56196952918079
-43.70577257626271
-42.635195318636434
-42.77167578677279
-44.89450820809551
-44.90505738728596
-48.31455164855736
-46.18309648370163
-46.16478683533147
-49.648308151798325
-51.08347733661849
-53.47512960295664
-59.22761664266098
-58.704854978394884
-63.334369480555395
-63.30093253249986
-61.070839279249874
-55.963755351324885
-60.5673798161924
-56.31064183457316
-58.07957765111585
-47.27161988600427
-47.74445789740384
-49.27001210766346
-46.04301089689712
-45.93870980720741
-36.34483882648667
-39.81035494383801
-40.92931944945421
-32.83638750450879
-39.35274875405791
-42.21747387865213
-40.89572649078691
-43.10615384170822
-44.9955384575374
-49.99598461178366
-48.896386150605295
-45.50674753554477
-43.75607278199029
-44.78046550379126
-44.702418953412135
-46.332177058070926
-48.49895935226384
-47.04906341703745
-44.944157075333706
-47.14974136780034
-37.9347672310203
-39.54129050791827
-42.98716145712644
-42.08844531141379
-43.77960078027241
-44.70164070224517
-43.031476632020656
-46.62832896881859
-47.36549607193673
-50.32894646474306
-55.49605181826876
-60.446446636441884
-59.8018019727977
-51.02162177551793
-49.11945959796614
-48.90751363816953
-48.01676227435258
-50.915086046917324
-53.42357744222559
-57.681219698003034
-52.91309772820273
-51.02178795538246
-51.919609159844214
-52.5276482438598
-47.874883419473825
-54.78739507752645
-54.6086555697738
-49.64779001279642
-44.98301101151678
-43.584709910365106
-35.52623891932859
-39.67361502739573
-38.10625352465616
-37.89562817219055
-29.50606535497149
-33.955458819474345
-37.05991293752691
-40.75392164377422
-39.9785294793968
-39.08067653145712
-46.07260887831141
-48.66534799048027
-47.89881319143225
-44.10893187228902
-47.19803868506012
-46.57823481655411
-37.12041133489869
-43.30837020140882
-46.27753318126794
-48.24977986314115
-52.32480187682703
-50.892321689144325
-48.103089520229894
-45.49278056820691
-46.643502511386224
-39.8791522602476
-44.49123703422284
-49.14211333080056
-49.62790199772051
-55.36511179794846
-56.228600618153614
-52.705740556338256
-54.73516650070444
-53.56164985063399
-48.60548486557059
-46.74493637901353
-48.07044274111218
-49.563398467000965
-51.00705862030087
-41.006352758270786
-40.905717482443706
-46.315145734199334
-49.2836311607794
-54.15526804470146
-57.13974124023131
-58.52576711620818
-51.473190404587356
-53.025871364128626
-57.123284227715764
-52.710955804944184
-50.43986022444977
-49.595874202004794
-47.636286781804316
-45.77265810362388
-45.6953922932615
-44.12585306393535
-45.21326775754182
-35.69194098178764
-27.822746883608875
-28.64047219524799
-28.77642497572319
-34.89878247815088
-29.50890423033579
-34.15801380730221
-36.642212426571994
-35.0779911839148
-39.87019206552332
-38.38317285897099
-38.344855573073886
-44.7103700157665
-42.839333014189855
-42.95539971277087
-41.359859741493786
-42.42387376734441
-41.08148639060997
-31.973337751548975
-32.57600397639408
-36.51840357875467
-37.266563220879206
-38.03990689879129
-45.535916208912155
-36.68232458802095
-33.114092129218854
-40.20268291629697
-31.382414624667273
-34.744173162200546
-35.66975584598049
-34.70278026138244
-35.3325022352442
-36.69925201171978
-43.1293268105478
-43.61639412949302
-41.45475471654372
-42.209279244889345
-42.08835132040041
-39.77951618836037
-36.80156456952433
-41.6214081125719
-42.95926730131471
-44.96334057118324
-45.76700651406492
-44.79030586265843
-46.51127527639259
-47.06014774875333
-47.354132973877995
-49.218719676490196
-52.196847708841176
-52.677162937957064
-44.70944664416135
-43.238501979745216
-38.6146517817707
-39.45318660359363
-36.50786794323427
-38.55708114891085
-44.90137303401976
-46.01123573061779
-53.21011215755601
-58.28910094180041
-66.16019084762037
-55.84417176285833
-60.6597545865725
-55.29377912791525
-58.46440121512373
-61.41796109361135
-50.376164984250224
-51.6385484858252
-47.17469363724268
-47.25722427351842
-45.331501846166574
-46.09835166154991
-47.488516495394926
-39.83966484585544
-32.955698361269896
-25.860128525142905
-30.074115672628615
-30.166704105365756
-32.650033694829176
-31.08503032534626
-32.676527292811635
-37.20887456353047
-29.287987107177425
-34.45918839645968
-39.11326955681371
-41.50194260113234
-40.35174834101911
-36.7165735069172
-38.54491615622548
-41.69042454060293
-47.22138208654265
-48.89924387788838
-51.109319490099544
-47.49838754108959
-50.748548786980635
-51.67369390828257
-52.806324517454314
-42.52569206570888
-42.77312285913799
-43.29581057322419
-41.166229515901776
-45.3496065643116
-44.41464590788044
-46.4731813170924
-51.02586318538316
-50.923276866844844
-51.43094918016036
-48.78785426214433
-51.80906883592989
-50.1281619523369
-47.715345757103215
-43.1438111813929
-46.02943006325361
-42.626487056928255
-36.66383835123543
-41.99745451611189
